EmployeeID,Gender,Department,Job_Level,Country,Hire_Date,Annual_Salary,Market_Midpoint,Target_Bonus_Pct,Actual_Bonus,Performance_Rating,Benefit_Plan
GE-1576,Female,Finance,Professional,Germany,11/8/2014,119252,130000,0.1,10221,3,Standard
GE-1577,Male,HR,Entry,Germany,5/23/2019,78045,95000,0.05,3344,3,Gold Health
GE-1578,Male,Operations,Manager,Germany,5/5/2016,286523,240000,0.2,65490,4,Silver Health
GE-1579,Male,Engineering,Professional,UK,9/23/2020,119826,130000,0.1,10270,3,Gold Health
GE-1580,Male,Marketing,Entry,Germany,4/11/2016,96036,95000,0.05,2743,2,Gold Health
GE-1581,Female,HR,Senior,Poland,11/6/2019,170999,175000,0.15,29314,4,Gold Health
GE-1582,Male,Operations,Director,Poland,4/25/2014,304022,340000,0.3,78177,3,Opt-Out
GE-1583,Male,Operations,Professional,Spain,3/8/2019,128077,130000,0.1,7318,2,Standard
GE-1584,Female,IT,Professional,UK,7/31/2020,118784,130000,0.1,10181,3,Silver Health
GE-1585,Male,Operations,Entry,Poland,11/10/2020,81810,95000,0.05,5843,5,Gold Health
GE-1586,Male,IT,Senior,Germany,8/12/2019,168675,175000,0.15,14457,2,Standard
GE-1587,Male,Operations,Entry,UK,1/27/2022,75934,95000,0.05,5423,5,Standard
GE-1588,Male,IT,Professional,UK,4/10/2022,154554,130000,0.1,13247,3,Silver Health
GE-1589,Male,IT,Director,France,6/30/2022,414179,340000,0.3,71002,2,Gold Health
GE-1590,Female,Sales,Director,Poland,7/19/2018,368954,340000,0.3,31624,1,Silver Health
GE-1591,Male,HR,Senior,Poland,6/14/2020,171913,175000,0.15,22103,3,Gold Health
GE-1592,Male,Operations,Professional,Poland,12/18/2017,109014,130000,0.1,3114,1,Gold Health
GE-1593,Female,Marketing,Professional,France,1/11/2019,123446,130000,0.1,10581,3,Gold Health
GE-1594,Male,Marketing,Entry,Germany,2/14/2019,113889,95000,0.05,4880,3,Opt-Out
GE-1595,Female,HR,Professional,UK,8/14/2022,142722,130000,0.1,12233,3,Silver Health
GE-1596,Female,Engineering,Manager,Spain,10/2/2014,258983,240000,0.2,14799,1,Silver Health
GE-1597,Male,IT,Senior,Poland,1/17/2022,145868,175000,0.15,31257,5,Silver Health
GE-1598,Female,Sales,Entry,UK,1/9/2015,83201,95000,0.05,3565,3,Gold Health
GE-1599,Female,IT,Entry,Spain,12/7/2021,90678,95000,0.05,3886,3,Standard
GE-1600,Male,Marketing,Manager,Spain,9/26/2023,251633,240000,0.2,57516,4,Silver Health
GE-1601,Male,IT,Director,Germany,2/24/2021,331293,340000,0.3,113586,4,Gold Health
GE-1602,Female,Finance,Professional,Germany,12/24/2022,134698,130000,0.1,11545,3,Silver Health
GE-1603,Female,Engineering,Professional,Poland,1/16/2014,123597,130000,0.1,7062,2,Opt-Out
GE-1604,Female,Engineering,Professional,Germany,5/14/2014,138177,130000,0.1,19739,5,Standard
GE-1605,Male,IT,Professional,Spain,7/7/2021,119654,130000,0.1,10256,3,Gold Health
GE-1606,Female,Sales,Senior,France,1/7/2023,146953,175000,0.15,18893,3,Opt-Out
GE-1607,Male,Finance,Professional,Poland,2/12/2020,133257,130000,0.1,3807,1,Standard
GE-1608,Male,Sales,Senior,UK,8/2/2014,190383,175000,0.15,24477,3,Standard
GE-1609,Male,HR,Senior,France,10/6/2021,162752,175000,0.15,27900,4,Gold Health
GE-1610,Male,HR,Entry,Spain,2/20/2018,111820,95000,0.05,7987,5,Silver Health
GE-1611,Male,Marketing,Entry,Germany,9/9/2020,98647,95000,0.05,5636,4,Silver Health
GE-1612,Female,Engineering,Entry,Spain,1/14/2016,94029,95000,0.05,4029,3,Silver Health
GE-1613,Male,Engineering,Senior,UK,9/11/2016,192522,175000,0.15,16501,2,Gold Health
GE-1614,Male,Engineering,Senior,Germany,7/18/2014,171348,175000,0.15,36717,5,Silver Health
GE-1615,Male,Marketing,Professional,Spain,2/7/2023,118598,130000,0.1,13554,4,Opt-Out
GE-1616,Male,Marketing,Senior,Germany,9/29/2018,149448,175000,0.15,6404,1,Gold Health
GE-1617,Male,Engineering,Professional,France,12/17/2020,135014,130000,0.1,15430,4,Standard
GE-1618,Male,Engineering,Manager,UK,1/24/2021,241316,240000,0.2,41368,3,Silver Health
GE-1619,Female,HR,Senior,Spain,6/16/2014,169065,175000,0.15,21736,3,Silver Health
GE-1620,Male,Engineering,Manager,UK,7/10/2016,199469,240000,0.2,45592,4,Silver Health
GE-1621,Male,HR,Professional,UK,4/29/2015,121982,130000,0.1,13940,4,Opt-Out
GE-1622,Male,HR,Professional,Poland,3/8/2021,125690,130000,0.1,14364,4,Silver Health
GE-1623,Male,Marketing,Professional,UK,8/24/2021,112671,130000,0.1,16095,5,Standard
GE-1624,Female,Operations,Professional,Germany,12/7/2021,109758,130000,0.1,15679,5,Gold Health
GE-1625,Male,Finance,Entry,UK,5/5/2022,100221,95000,0.05,5726,4,Silver Health
GE-1626,Female,IT,Professional,France,11/4/2015,147276,130000,0.1,12623,3,Opt-Out
GE-1627,Female,Marketing,Professional,Poland,9/12/2022,163907,130000,0.1,9366,2,Opt-Out
GE-1628,Male,Finance,Professional,France,9/6/2018,118043,130000,0.1,13490,4,Opt-Out
GE-1629,Male,Finance,Entry,France,4/11/2023,103463,95000,0.05,4434,3,Opt-Out
GE-1630,Female,Sales,Entry,Poland,7/13/2015,100413,95000,0.05,4303,3,Standard
GE-1631,Male,IT,Professional,Spain,8/31/2023,163167,130000,0.1,18647,4,Silver Health
GE-1632,Female,HR,Manager,Spain,10/9/2020,294419,240000,0.2,50471,3,Standard
GE-1633,Female,Operations,Entry,Germany,1/3/2016,103454,95000,0.05,4433,3,Opt-Out
GE-1634,Female,Engineering,Professional,UK,1/14/2023,126616,130000,0.1,14470,4,Opt-Out
GE-1635,Female,Engineering,Manager,Spain,1/29/2021,241189,240000,0.2,55128,4,Standard
GE-1636,Female,Finance,Entry,Poland,4/25/2022,90524,95000,0.05,6466,5,Gold Health
GE-1637,Male,Marketing,Senior,UK,9/26/2015,153002,175000,0.15,19671,3,Gold Health
GE-1638,Female,HR,Professional,Poland,2/5/2015,113084,130000,0.1,16154,5,Gold Health
GE-1639,Male,IT,Manager,Poland,2/3/2022,280640,240000,0.2,16036,1,Standard
GE-1640,Female,Operations,Manager,Spain,7/30/2014,288903,240000,0.2,66034,4,Standard
GE-1641,Female,IT,Professional,Spain,11/20/2020,107104,130000,0.1,9180,3,Opt-Out
GE-1642,Male,Operations,Manager,Spain,1/22/2015,212390,240000,0.2,48546,4,Opt-Out
GE-1643,Female,Engineering,Manager,Poland,5/10/2023,276715,240000,0.2,47436,3,Gold Health
GE-1644,Male,HR,Senior,UK,6/23/2017,192836,175000,0.15,24793,3,Gold Health
GE-1645,Female,Operations,Entry,Poland,3/10/2014,90813,95000,0.05,5189,4,Standard
GE-1646,Male,Marketing,Professional,Poland,10/26/2017,125564,130000,0.1,7175,2,Silver Health
GE-1647,Male,Engineering,Senior,Germany,3/21/2020,163164,175000,0.15,27970,4,Opt-Out
GE-1648,Male,HR,Professional,Germany,3/14/2022,137042,130000,0.1,11746,3,Standard
GE-1649,Male,Marketing,Professional,Germany,8/7/2014,142837,130000,0.1,8162,2,Silver Health
GE-1650,Female,Marketing,Professional,UK,9/25/2018,114039,130000,0.1,9774,3,Gold Health
GE-1651,Female,Operations,Entry,Poland,6/9/2017,99505,95000,0.05,4264,3,Gold Health
GE-1652,Female,Engineering,Manager,Germany,4/2/2019,213498,240000,0.2,36599,3,Standard
GE-1653,Female,Finance,Professional,Poland,9/1/2018,131279,130000,0.1,7501,2,Opt-Out
GE-1654,Male,Sales,Entry,Germany,2/9/2019,87584,95000,0.05,2502,2,Standard
GE-1655,Female,Marketing,Professional,Spain,7/19/2016,120483,130000,0.1,3442,1,Opt-Out
GE-1656,Female,Operations,Manager,France,10/2/2023,235581,240000,0.2,53847,4,Opt-Out
GE-1657,Male,IT,Entry,Spain,8/27/2019,83262,95000,0.05,4757,4,Standard
GE-1658,Female,Sales,Professional,Germany,6/20/2015,134875,130000,0.1,3853,1,Gold Health
GE-1659,Male,Marketing,Senior,UK,2/14/2015,186572,175000,0.15,31983,4,Standard
GE-1660,Male,IT,Professional,France,1/5/2014,128167,130000,0.1,7323,2,Gold Health
GE-1661,Female,IT,Professional,Poland,7/22/2014,118295,130000,0.1,13519,4,Standard
GE-1662,Male,Sales,Professional,Poland,5/11/2014,140869,130000,0.1,16099,4,Standard
GE-1663,Male,HR,Professional,France,1/18/2019,144018,130000,0.1,16459,4,Gold Health
GE-1664,Female,Engineering,Entry,France,1/1/2018,109728,95000,0.05,6270,4,Standard
GE-1665,Male,HR,Entry,Spain,3/30/2018,81705,95000,0.05,2334,2,Standard
GE-1666,Male,Sales,Senior,Spain,12/18/2017,167849,175000,0.15,14387,2,Silver Health
GE-1667,Male,Operations,Senior,France,12/4/2023,161583,175000,0.15,20774,3,Standard
GE-1668,Female,HR,Senior,Germany,2/22/2015,168537,175000,0.15,21669,3,Silver Health
GE-1669,Female,Finance,Professional,Germany,7/10/2020,132500,130000,0.1,11357,3,Standard
GE-1670,Male,IT,Senior,Poland,9/18/2015,167196,175000,0.15,21496,3,Silver Health
GE-1671,Female,Operations,Professional,Poland,3/23/2020,148597,130000,0.1,12736,3,Gold Health
GE-1672,Male,IT,Professional,Germany,11/11/2022,135670,130000,0.1,19381,5,Gold Health
GE-1673,Male,Engineering,Manager,UK,1/25/2023,203167,240000,0.2,34828,3,Gold Health
GE-1674,Female,Finance,Manager,France,12/21/2019,202056,240000,0.2,11546,1,Standard
GE-1675,Female,HR,Professional,Poland,9/26/2015,156837,130000,0.1,13443,3,Gold Health
GE-1676,Male,Sales,Senior,Poland,10/28/2017,185570,175000,0.15,23859,3,Gold Health
GE-1677,Female,IT,Professional,France,6/5/2017,120704,130000,0.1,10346,3,Standard
GE-1678,Male,Operations,Senior,Spain,4/25/2014,164148,175000,0.15,35174,5,Standard
GE-1679,Female,Sales,Manager,Germany,8/9/2018,213580,240000,0.2,36613,3,Silver Health
GE-1680,Male,IT,Senior,France,5/17/2019,163738,175000,0.15,14034,2,Opt-Out
GE-1681,Female,Engineering,Professional,France,4/15/2020,152981,130000,0.1,17483,4,Opt-Out
GE-1682,Female,HR,Professional,UK,5/29/2020,132176,130000,0.1,11329,3,Gold Health
GE-1683,Female,Operations,Entry,UK,1/19/2022,85379,95000,0.05,3659,3,Silver Health
GE-1684,Female,Marketing,Entry,Germany,11/13/2019,83456,95000,0.05,3576,3,Opt-Out
GE-1685,Female,HR,Professional,UK,1/25/2015,132506,130000,0.1,7571,2,Gold Health
GE-1686,Female,Finance,Senior,Poland,1/13/2014,198921,175000,0.15,34100,4,Opt-Out
GE-1687,Male,Marketing,Entry,UK,1/13/2023,106536,95000,0.05,3043,2,Gold Health
GE-1688,Male,HR,Professional,France,10/27/2016,123531,130000,0.1,10588,3,Standard
GE-1689,Male,Marketing,Senior,France,5/6/2017,170637,175000,0.15,29252,4,Opt-Out
GE-1690,Female,Finance,Entry,Spain,4/8/2014,88270,95000,0.05,3783,3,Gold Health
GE-1691,Female,IT,Entry,UK,2/27/2017,90891,95000,0.05,3895,3,Gold Health
GE-1692,Male,HR,Professional,France,8/17/2014,112783,130000,0.1,6444,2,Silver Health
GE-1693,Male,Engineering,Professional,UK,5/11/2020,128514,130000,0.1,11015,3,Standard
GE-1694,Female,Finance,Senior,Poland,7/13/2014,172281,175000,0.15,36917,5,Standard
GE-1695,Male,Marketing,Senior,Germany,9/13/2023,172532,175000,0.15,22182,3,Standard
GE-1696,Male,Finance,Professional,Germany,2/22/2015,149136,130000,0.1,12783,3,Silver Health
GE-1697,Male,Marketing,Manager,Spain,7/23/2021,224129,240000,0.2,51229,4,Standard
GE-1698,Female,Sales,Senior,Poland,4/16/2020,181717,175000,0.15,23363,3,Gold Health
GE-1699,Male,Marketing,Manager,France,5/6/2017,234444,240000,0.2,40190,3,Opt-Out
GE-1700,Female,IT,Professional,UK,12/31/2022,127379,130000,0.1,10918,3,Standard
GE-1701,Male,Marketing,Professional,Germany,8/29/2021,137514,130000,0.1,11786,3,Silver Health
GE-1702,Male,HR,Professional,Germany,4/15/2020,127331,130000,0.1,14552,4,Silver Health
GE-1703,Female,Marketing,Professional,Spain,2/5/2022,120395,130000,0.1,13759,4,Gold Health
GE-1704,Female,HR,Manager,Poland,6/25/2016,239106,240000,0.2,54652,4,Opt-Out
GE-1705,Female,Finance,Manager,UK,2/20/2022,210551,240000,0.2,48125,4,Opt-Out
GE-1706,Female,Operations,Professional,Poland,8/16/2014,113292,130000,0.1,9710,3,Opt-Out
GE-1707,Female,IT,Professional,France,6/10/2023,144888,130000,0.1,8279,2,Standard
GE-1708,Female,IT,Director,France,6/20/2023,273627,340000,0.3,93814,4,Opt-Out
GE-1709,Male,Finance,Professional,UK,2/21/2020,101124,130000,0.1,11557,4,Gold Health
GE-1710,Female,Engineering,Professional,Spain,9/26/2023,137073,130000,0.1,11749,3,Standard
GE-1711,Male,IT,Professional,France,2/12/2016,104294,130000,0.1,14899,5,Opt-Out
GE-1712,Male,Finance,Manager,France,1/22/2018,230405,240000,0.2,52664,4,Gold Health
GE-1713,Male,Marketing,Senior,Spain,9/13/2020,168750,175000,0.15,21696,3,Silver Health
GE-1714,Male,HR,Professional,Poland,2/12/2023,115186,130000,0.1,9873,3,Standard
GE-1715,Female,Engineering,Professional,UK,6/1/2022,118950,130000,0.1,10195,3,Standard
GE-1716,Male,Marketing,Professional,Poland,12/7/2015,118696,130000,0.1,13565,4,Opt-Out
GE-1717,Female,HR,Manager,France,10/9/2017,292131,240000,0.2,50079,3,Silver Health
GE-1718,Female,Operations,Entry,Poland,12/20/2023,102178,95000,0.05,5838,4,Silver Health
GE-1719,Male,Engineering,Professional,Poland,4/15/2016,160584,130000,0.1,18352,4,Standard
GE-1720,Male,HR,Professional,France,2/6/2016,109379,130000,0.1,9375,3,Standard
GE-1721,Male,IT,Professional,Poland,1/11/2015,129186,130000,0.1,14764,4,Silver Health
GE-1722,Female,Engineering,Entry,UK,2/15/2023,81199,95000,0.05,2319,2,Opt-Out
GE-1723,Female,Sales,Professional,Spain,2/19/2022,141354,130000,0.1,8077,2,Standard
GE-1724,Female,Marketing,Senior,Germany,9/15/2017,183620,175000,0.15,31477,4,Silver Health
GE-1725,Male,Finance,Manager,UK,5/20/2018,242253,240000,0.2,55372,4,Opt-Out
GE-1726,Male,Sales,Entry,Germany,11/12/2014,103400,95000,0.05,1477,1,Standard
GE-1727,Female,Operations,Professional,Germany,7/24/2017,141894,130000,0.1,16216,4,Standard
GE-1728,Male,Finance,Professional,Germany,11/2/2019,137649,130000,0.1,11798,3,Opt-Out
GE-1729,Female,HR,Professional,France,12/15/2017,110930,130000,0.1,6338,2,Standard
GE-1730,Female,Finance,Professional,France,11/22/2016,129927,130000,0.1,11136,3,Gold Health
GE-1731,Male,Operations,Director,Poland,5/8/2016,375700,340000,0.3,96608,3,Opt-Out
GE-1732,Female,Sales,Professional,France,6/5/2018,124411,130000,0.1,7109,2,Standard
GE-1733,Female,Finance,Professional,France,4/14/2014,104389,130000,0.1,11930,4,Opt-Out
GE-1734,Female,Engineering,Professional,UK,8/30/2019,130456,130000,0.1,11181,3,Silver Health
GE-1735,Male,Sales,Entry,UK,9/26/2020,97113,95000,0.05,4161,3,Silver Health
GE-1736,Female,HR,Professional,UK,2/24/2019,135282,130000,0.1,11595,3,Gold Health
GE-1737,Male,IT,Manager,Poland,5/1/2014,258890,240000,0.2,44381,3,Gold Health
GE-1738,Male,IT,Entry,Spain,9/12/2019,105969,95000,0.05,4541,3,Gold Health
GE-1739,Female,HR,Senior,Germany,6/6/2016,142006,175000,0.15,18257,3,Standard
GE-1740,Female,HR,Professional,UK,1/30/2016,133340,130000,0.1,11429,3,Standard
GE-1741,Male,IT,Professional,UK,7/24/2023,135728,130000,0.1,7755,2,Gold Health
GE-1742,Female,Engineering,Senior,Spain,7/13/2019,140954,175000,0.15,24163,4,Gold Health
GE-1743,Male,Operations,Professional,Poland,12/30/2015,114219,130000,0.1,9790,3,Standard
GE-1744,Female,IT,Professional,Spain,1/14/2022,139995,130000,0.1,11999,3,Opt-Out
GE-1745,Female,Engineering,Professional,France,6/11/2021,134041,130000,0.1,19148,5,Opt-Out
GE-1746,Male,HR,Entry,Spain,5/9/2015,95522,95000,0.05,5458,4,Gold Health
GE-1747,Female,Sales,Entry,Germany,11/16/2023,95520,95000,0.05,1364,1,Silver Health
GE-1748,Female,Engineering,Professional,Spain,9/11/2016,142371,130000,0.1,16270,4,Silver Health
GE-1749,Female,Marketing,Director,Spain,10/11/2017,291666,340000,0.3,124999,5,Opt-Out
GE-1750,Male,Finance,Senior,France,10/14/2022,208618,175000,0.15,35763,4,Opt-Out
GE-1751,Male,Sales,Entry,UK,2/15/2022,98633,95000,0.05,4227,3,Gold Health
GE-1752,Male,Engineering,Senior,Spain,5/9/2023,146188,175000,0.15,6265,1,Gold Health
GE-1753,Male,Sales,Senior,Poland,2/10/2018,205365,175000,0.15,35205,4,Standard
GE-1754,Female,Engineering,Professional,Poland,5/19/2016,138381,130000,0.1,19768,5,Silver Health
GE-1755,Male,Sales,Entry,Poland,6/22/2021,109621,95000,0.05,7830,5,Silver Health
GE-1756,Female,Sales,Entry,France,10/2/2020,97975,95000,0.05,4198,3,Opt-Out
GE-1757,Female,Marketing,Senior,Poland,7/17/2019,181565,175000,0.15,15562,2,Gold Health
GE-1758,Female,Operations,Professional,Poland,11/20/2022,112264,130000,0.1,16037,5,Opt-Out
GE-1759,Female,Sales,Manager,Spain,1/13/2020,205971,240000,0.2,35309,3,Standard
GE-1760,Female,Marketing,Entry,Spain,9/24/2020,99200,95000,0.05,4251,3,Gold Health
GE-1761,Male,HR,Professional,Germany,7/7/2020,109792,130000,0.1,12547,4,Standard
GE-1762,Male,IT,Director,Poland,8/14/2014,314877,340000,0.3,80968,3,Silver Health
GE-1763,Male,Operations,Manager,Germany,2/24/2019,226146,240000,0.2,38767,3,Standard
GE-1764,Female,IT,Entry,Spain,8/13/2017,102256,95000,0.05,1460,1,Standard
GE-1765,Female,IT,Senior,Spain,12/11/2021,147311,175000,0.15,18939,3,Silver Health
GE-1766,Male,Operations,Senior,UK,5/3/2019,136374,175000,0.15,17533,3,Gold Health
GE-1767,Male,Sales,Professional,UK,5/20/2017,123496,130000,0.1,10585,3,Standard
GE-1768,Male,HR,Director,UK,7/28/2023,266215,340000,0.3,68455,3,Silver Health
GE-1769,Male,Sales,Entry,Spain,1/17/2022,79193,95000,0.05,1131,1,Opt-Out
GE-1770,Female,Operations,Professional,Poland,4/9/2021,157457,130000,0.1,13496,3,Gold Health
GE-1771,Male,HR,Senior,France,11/17/2014,164511,175000,0.15,28201,4,Silver Health
GE-1772,Male,Marketing,Entry,Spain,10/4/2023,109843,95000,0.05,4707,3,Opt-Out
GE-1773,Female,IT,Professional,France,9/29/2022,108160,130000,0.1,9270,3,Gold Health
GE-1774,Female,Marketing,Professional,UK,9/21/2015,137913,130000,0.1,15761,4,Gold Health
GE-1775,Female,Sales,Entry,UK,3/3/2021,91030,95000,0.05,5201,4,Opt-Out
GE-1776,Male,Engineering,Senior,Germany,11/5/2021,212306,175000,0.15,27296,3,Gold Health
GE-1777,Female,Operations,Manager,Germany,5/11/2022,284436,240000,0.2,48760,3,Silver Health
GE-1778,Female,IT,Director,France,9/21/2019,310013,340000,0.3,79717,3,Opt-Out
GE-1779,Male,Sales,Senior,UK,11/10/2023,145344,175000,0.15,18687,3,Gold Health
GE-1780,Male,Finance,Senior,Poland,1/19/2015,187914,175000,0.15,24160,3,Gold Health
GE-1781,Female,Engineering,Entry,UK,10/30/2023,102661,95000,0.05,2933,2,Standard
GE-1782,Female,Operations,Professional,France,12/8/2021,116485,130000,0.1,13312,4,Standard
GE-1783,Male,Operations,Entry,UK,3/29/2022,86663,95000,0.05,2476,2,Opt-Out
GE-1784,Male,IT,Entry,Germany,10/8/2016,101777,95000,0.05,5815,4,Silver Health
GE-1785,Female,Marketing,Senior,Poland,3/25/2019,160373,175000,0.15,20619,3,Standard
GE-1786,Female,Marketing,Professional,France,11/19/2017,115610,130000,0.1,13212,4,Silver Health
GE-1787,Female,HR,Entry,Germany,11/27/2014,100445,95000,0.05,1434,1,Gold Health
GE-1788,Female,Marketing,Professional,France,6/16/2020,151298,130000,0.1,17291,4,Silver Health
GE-1789,Male,Operations,Director,UK,7/1/2022,362690,340000,0.3,93263,3,Standard
GE-1790,Male,Engineering,Professional,UK,2/4/2023,142414,130000,0.1,12206,3,Standard
GE-1791,Female,IT,Professional,Germany,5/27/2022,143947,130000,0.1,20563,5,Opt-Out
GE-1792,Female,Finance,Professional,Germany,9/23/2014,143467,130000,0.1,16396,4,Standard
GE-1793,Female,HR,Senior,Poland,1/8/2020,146629,175000,0.15,25136,4,Standard
GE-1794,Female,Engineering,Senior,Spain,10/4/2020,179594,175000,0.15,38484,5,Standard
GE-1795,Female,Finance,Manager,Spain,10/7/2020,200697,240000,0.2,45873,4,Opt-Out
GE-1796,Male,Engineering,Professional,Germany,7/8/2018,121466,130000,0.1,10411,3,Opt-Out
GE-1797,Male,IT,Professional,UK,4/8/2022,115010,130000,0.1,3286,1,Opt-Out
GE-1798,Male,IT,Professional,Spain,6/19/2016,143595,130000,0.1,16410,4,Gold Health
GE-1799,Male,Marketing,Professional,Spain,5/26/2019,134440,130000,0.1,11523,3,Standard
GE-1800,Male,Finance,Entry,Poland,8/21/2022,102978,95000,0.05,4413,3,Opt-Out
GE-1801,Female,HR,Senior,UK,8/30/2019,141313,175000,0.15,18168,3,Opt-Out
GE-1802,Male,Engineering,Professional,France,4/23/2017,120797,130000,0.1,13805,4,Standard
GE-1803,Male,Engineering,Senior,Germany,3/12/2021,137149,175000,0.15,17633,3,Standard
GE-1804,Male,Engineering,Director,UK,3/27/2016,350072,340000,0.3,150030,5,Gold Health
GE-1805,Female,IT,Senior,Spain,10/4/2023,155471,175000,0.15,26652,4,Silver Health
GE-1806,Male,IT,Senior,France,2/23/2016,151192,175000,0.15,12959,2,Opt-Out
GE-1807,Female,HR,Professional,France,2/2/2017,145623,130000,0.1,12481,3,Standard
GE-1808,Male,IT,Professional,UK,1/13/2022,128365,130000,0.1,11002,3,Gold Health
GE-1809,Male,Engineering,Professional,Poland,9/12/2017,138728,130000,0.1,11890,3,Opt-Out
GE-1810,Female,HR,Senior,Poland,6/24/2016,145823,175000,0.15,24998,4,Silver Health
GE-1811,Male,Operations,Professional,Spain,4/28/2021,129019,130000,0.1,14745,4,Opt-Out
GE-1812,Female,Operations,Professional,France,9/23/2016,111690,130000,0.1,9573,3,Silver Health
GE-1813,Male,Engineering,Manager,Poland,4/1/2021,279292,240000,0.2,79797,5,Opt-Out
GE-1814,Male,Operations,Professional,Germany,10/19/2014,109599,130000,0.1,9394,3,Silver Health
GE-1815,Male,Marketing,Senior,France,3/12/2020,185940,175000,0.15,23906,3,Silver Health
GE-1816,Female,HR,Professional,Spain,3/15/2019,127384,130000,0.1,10918,3,Silver Health
GE-1817,Male,HR,Entry,Spain,12/9/2019,101478,95000,0.05,5798,4,Gold Health
GE-1818,Male,Marketing,Professional,UK,7/6/2014,132980,130000,0.1,7598,2,Opt-Out
GE-1819,Female,Marketing,Professional,Poland,6/26/2015,124709,130000,0.1,10689,3,Opt-Out
GE-1820,Female,HR,Professional,France,8/19/2015,122841,130000,0.1,14038,4,Standard
GE-1821,Female,Engineering,Professional,UK,10/8/2019,126278,130000,0.1,10823,3,Silver Health
GE-1822,Male,Operations,Professional,Spain,8/25/2018,109484,130000,0.1,9384,3,Opt-Out
GE-1823,Male,Engineering,Manager,France,12/6/2015,207509,240000,0.2,47430,4,Opt-Out
GE-1824,Female,Marketing,Entry,Poland,3/15/2019,104685,95000,0.05,4486,3,Standard
GE-1825,Female,IT,Professional,Germany,9/2/2017,146595,130000,0.1,16753,4,Opt-Out
GE-1826,Male,Finance,Senior,Spain,10/29/2022,155121,175000,0.15,26592,4,Gold Health
GE-1827,Male,Sales,Senior,Spain,5/19/2023,165375,175000,0.15,28350,4,Standard
GE-1828,Male,IT,Senior,France,4/2/2021,158883,175000,0.15,27237,4,Standard
GE-1829,Male,Sales,Director,UK,9/1/2023,297726,340000,0.3,76558,3,Silver Health
GE-1830,Male,Operations,Professional,Spain,8/24/2019,109283,130000,0.1,9367,3,Gold Health
GE-1831,Female,HR,Senior,Spain,3/30/2023,149442,175000,0.15,32023,5,Silver Health
GE-1832,Female,Operations,Entry,Poland,11/26/2015,94124,95000,0.05,4033,3,Opt-Out
GE-1833,Male,HR,Professional,UK,12/14/2019,110439,130000,0.1,12621,4,Opt-Out
GE-1834,Male,Operations,Professional,France,11/28/2022,126659,130000,0.1,10856,3,Silver Health
GE-1835,Female,Finance,Entry,France,4/5/2016,91418,95000,0.05,5223,4,Opt-Out
GE-1836,Female,Marketing,Professional,Germany,1/31/2018,152518,130000,0.1,13072,3,Gold Health
GE-1837,Male,Finance,Professional,Spain,1/13/2015,134844,130000,0.1,11558,3,Standard
GE-1838,Male,Engineering,Professional,UK,8/13/2014,135568,130000,0.1,3873,1,Silver Health
GE-1839,Male,Marketing,Professional,Poland,3/18/2021,129593,130000,0.1,11107,3,Opt-Out
GE-1840,Female,Finance,Professional,Poland,7/13/2017,136628,130000,0.1,11710,3,Standard
GE-1841,Male,Engineering,Entry,France,1/21/2014,94285,95000,0.05,4040,3,Silver Health
GE-1842,Female,HR,Entry,UK,1/17/2020,107895,95000,0.05,4624,3,Standard
GE-1843,Male,IT,Entry,Spain,6/2/2019,95150,95000,0.05,4077,3,Silver Health
GE-1844,Female,Sales,Senior,Spain,6/8/2021,143416,175000,0.15,18439,3,Silver Health
GE-1845,Female,IT,Entry,Poland,6/1/2018,80002,95000,0.05,4571,4,Standard
GE-1846,Female,Marketing,Entry,Poland,12/3/2018,103414,95000,0.05,5909,4,Standard
GE-1847,Male,Marketing,Senior,France,5/26/2015,175697,175000,0.15,22589,3,Gold Health
GE-1848,Female,IT,Senior,Germany,11/9/2022,167855,175000,0.15,14387,2,Standard
GE-1849,Female,Finance,Professional,France,1/17/2020,120333,130000,0.1,10314,3,Standard
GE-1850,Male,Engineering,Professional,France,4/8/2016,133480,130000,0.1,15254,4,Silver Health
GE-1851,Female,IT,Professional,France,11/22/2022,132979,130000,0.1,11398,3,Opt-Out
GE-1852,Male,HR,Senior,France,12/14/2014,189119,175000,0.15,32420,4,Silver Health
GE-1853,Male,Marketing,Manager,UK,3/27/2022,285963,240000,0.2,81703,5,Opt-Out
GE-1854,Male,Operations,Director,UK,10/30/2021,310348,340000,0.3,106405,4,Standard
GE-1855,Female,Marketing,Director,Poland,1/30/2022,353486,340000,0.3,151494,5,Opt-Out
GE-1856,Male,Finance,Senior,UK,9/3/2023,153438,175000,0.15,26303,4,Gold Health
GE-1857,Female,Marketing,Entry,Germany,10/6/2018,90707,95000,0.05,5183,4,Silver Health
GE-1858,Male,Finance,Senior,UK,12/8/2019,198817,175000,0.15,34082,4,Gold Health
GE-1859,Male,Engineering,Entry,Poland,3/9/2014,85333,95000,0.05,6095,5,Opt-Out
GE-1860,Male,Sales,Professional,France,4/4/2020,119439,130000,0.1,10237,3,Gold Health
GE-1861,Female,Finance,Professional,Germany,4/17/2019,134958,130000,0.1,11567,3,Silver Health
GE-1862,Female,HR,Entry,UK,2/14/2018,78876,95000,0.05,3380,3,Standard
GE-1863,Female,IT,Senior,Spain,11/27/2017,193139,175000,0.15,33109,4,Gold Health
GE-1864,Female,HR,Senior,France,10/28/2019,172703,175000,0.15,22204,3,Silver Health
